nombre,categoria,telefono,calle,ciudad,estado,zip,yelp_url,lat,lng
"Armed Forces Roofing & Construction","Roofing","+18325807214","","Spring","TX","77379","https://www.yelp.com/biz/armed-forces-roofing-and-construction-spring?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","30.0291957855225","-95.5205612182617"
"BD Commercial Roofing","Roofing","+17133210490","77034-1218","Houston","TX","77034","https://www.yelp.com/biz/bd-commercial-roofing-houston-2?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.644315","-95.238359"
"ASAP Roofing","Roofing","+17138492727","5018 Antoine Dr","Houston","TX","77092","https://www.yelp.com/biz/asap-roofing-houston-10?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.8375337","-95.472006"
"A P Roofing & Construction","Roofing","+18322138769","20439 Kittredge Dr","Humble","TX","77338","https://www.yelp.com/biz/a-p-roofing-and-construction-humble?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","30.018789634528027","-95.2906294"
"Veteran Built Roofing and Construction","Roofing","+18329909781","","Houston","TX","77002","https://www.yelp.com/biz/veteran-built-roofing-and-construction-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.75646","-95.365276"
"TX Elite Roofing Services","Roofing","+12817850811","13201 Northwest Fwy","Houston","TX","77040","https://www.yelp.com/biz/tx-elite-roofing-services-houston-16?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.848052496581893","-95.5067062"
"Craddock Roofing","Roofing","+17134658090","2409 McAllister Rd","Houston","TX","77092","https://www.yelp.com/biz/craddock-roofing-houston-3?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.809184556159483","-95.46422758219292"
"Anytime Roofing Texas","Roofing","+18329799644","","Houston","TX","77027","https://www.yelp.com/biz/anytime-roofing-texas-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.74024519717403","-95.44588685535612"
"Rugged Roofing","Roofing","+18327137987","","Houston","TX","77007","https://www.yelp.com/biz/rugged-roofing-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.771286","-95.411475"
"ARH Roofing and General Contracting","Roofing","+12814339670","316 E 31st St","Houston","TX","77018","https://www.yelp.com/biz/arh-roofing-and-general-contracting-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.814548028520488","-95.3955005"
"Telge Roofing","Roofing","+12812900606","15915 Telge Rd","Cypress","TX","77429","https://www.yelp.com/biz/telge-roofing-cypress?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","30.00821606051434","-95.65461091697216"
"Houston Roofing Experts","Roofing","+17132913866","1430 Yale St","Houston","TX","77008","https://www.yelp.com/biz/houston-roofing-experts-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.797358","-95.398807"
"RISE Roofing","Roofing","+12815468164","1909 W Lamar St","Houston","TX","77019","https://www.yelp.com/biz/rise-roofing-houston-3?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.758094","-95.386461"
"Secure Roofing","Roofing","+17132565243","7149 Roswell St","Houston","TX","77022","https://www.yelp.com/biz/secure-roofing-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.8255081176758","-95.3698272705078"
"Castro’s Roofing","Roofing","+18327644595","213 Pheasant St","Houston","TX","77018","https://www.yelp.com/biz/castro-s-roofing-houston-2?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.82303","-95.401169"
"One Sun America","Roofing","+18328655743","6300 N Main St","Houston","TX","77057","https://www.yelp.com/biz/one-sun-america-houston-2?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.807509238943087","-95.38902836266745"
"Republic Roof Systems","Roofing","+17134897663","4000 Telephone Rd","Houston","TX","77087","https://www.yelp.com/biz/republic-roof-systems-houston-5?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.705353","-95.309045"
"CGarcia Renovation","General Contractors","+12819957236","","Houston","TX","77083","https://www.yelp.com/biz/cgarcia-renovation-houston-3?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.6933403","-95.64889526"
"Bravo's Roofing & Siding","Roofing","+17132983207","7334 Remegan Rd","Houston","TX","77033","https://www.yelp.com/biz/bravos-roofing-and-siding-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.6766204833984","-95.3397827148438"
"Roof Repair Solutions","Roofing","+17132020890","","HOUSTON","TX","77063","https://www.yelp.com/biz/roof-repair-solutions-houston-3?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.735843658447266","-95.51969909667967"
"JC&C Roofing Company","Roofing","+12814987663","1220 Blalock Road","Houston","TX","77055","https://www.yelp.com/biz/jc-and-c-roofing-company-houston-4?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","30.087356430442544","-95.63047409017832"
"Blue Ribbon Roofing","Roofing","+19362510725","16245 Singapore Ln","Jersey Village","TX","77040","https://www.yelp.com/biz/blue-ribbon-roofing-jersey-village?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.881813","-95.568142"
"TPO Pros Roofing & Restoration","Roofing","+18325801999","225 S Heights Blvd","Houston","TX","77007","https://www.yelp.com/biz/tpo-pros-roofing-and-restoration-houston-6?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.7672196","-95.3957548"
"Quality Roofing and Siding, LLC","Roofing","+18327271167","","Houston","TX","77002","https://www.yelp.com/biz/quality-roofing-and-siding-llc-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.7921536937851","-95.41180016888468"
"Texas Engineered Roofing And General Contracting","Roofing","+12812593300","33300 Lois Ln","The Woodlands","TX","77354","https://www.yelp.com/biz/texas-engineered-roofing-and-general-contracting-the-woodlands-4?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","30.2211777","-95.5464913"
"Precision Roof Crafters","Roofing","+17137998555","3919 Jeanetta St","Houston","TX","77063","https://www.yelp.com/biz/precision-roof-crafters-houston-4?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.722198","-95.524916"
"Eddie's Roofing Construction","Roofing","+13467540855","","Houston","TX","77002","https://www.yelp.com/biz/eddies-roofing-construction-houston-2?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.75645980835895","-95.36527561431734"
"Delaney's Roofing & Restoration","Roofing","+17134780939","6501 Pickens St","Houston","TX","77007","https://www.yelp.com/biz/delaneys-roofing-and-restoration-houston-2?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.77200276209363","-95.4285883"
"Hanson Handyman & Construction","Handyman","+18328028897","","Houston","TX","77001","https://www.yelp.com/biz/hanson-handyman-and-construction-houston-2?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.7661399841309","-95.3648834228516"
"Clear Lake Area Roofing","Roofing","+12814882977","1143 Peachford Ln","Houston","TX","77062","https://www.yelp.com/biz/clear-lake-area-roofing-houston-6?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.579469","-95.1400917"
"Elevation Roofing & Restoration","Roofing","+17132390244","5933 Bellaire Blvd","Houston","TX","77081","https://www.yelp.com/biz/elevation-roofing-and-restoration-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.703847523914536","-95.48562818611188"
"Leatherneck Roofing Services","Roofing","+18329557512","","Houston","TX","77007","https://www.yelp.com/biz/leatherneck-roofing-services-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.7532","-95.410075"
"Texas Direct Solar","Solar Installation","+18329058974","5301 Polk St","Houston","TX","77023","https://www.yelp.com/biz/texas-direct-solar-houston?adjust_creative=hzydfaXToeUFiUkvWNd3PA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hzydfaXToeUFiUkvWNd3PA","29.827648991017192","-95.49883823765956"
